name,seasonal,style,keys,desc,abv,ibu,location,location_id
WINTERHOOK HOPPY BROWN ALE,1,Brown Ale,"Brown Ale, Winterhook is Redhook’s legendary winter ale, brewed annually since 1984. Crafted with an evolving mix of malts and hops, each yearly edition of Winterhook is one-of-a-kind. This year’s recipe is a classic American Brown Ale with exciting new hop varietals that provide a malt-forward body and a crisp, smooth finish. Winterhook’s dark colors and bold flavors make it a perfect winter warmer for frosty weather.","Winterhook is Redhook’s legendary winter ale, brewed annually since 1984. Crafted with an evolving mix of malts and hops, each yearly edition of Winterhook is one-of-a-kind. This year’s recipe is a classic American Brown Ale with exciting new hop varietals that provide a malt-forward body and a crisp, smooth finish. Winterhook’s dark colors and bold flavors make it a perfect winter warmer for frosty weather.",6,50,Redhook,33
PEACHES FOR ME IPA,0,IPA,"IPA, We heard you, so we are bringing back Peaches for Me IPA back as a year round product! Peaches for Me IPA was a limited release beer in 2018, and it was so delicious that we just had to being it back. This IPA is loaded with juicy, peach and mango amplified by brazen Bavo, tropical Citra and experimental HBC431 hops. ","We heard you, so we are bringing back Peaches for Me IPA back as a year round product! Peaches for Me IPA was a limited release beer in 2018, and it was so delicious that we just had to being it back. This IPA is loaded with juicy, peach and mango amplified by brazen Bavo, tropical Citra and experimental HBC431 hops. ",6.7,42,Redhook,33
LONG HAMMER IPA,0,IPA,"IPA, Redhook Long Hammer IPA is a West Coast classic. The generous addition of hops during the brewing and fermentation process gives our India Pale Ale its characteristic bitterness and piney citrus aroma and flavor. Tracing its heritage from another Redhook classic beer, Ballard Bitter, Long Hammer IPA is one of America’s favorite IPAs and Seattle’s #1 local IPA.","Redhook Long Hammer IPA is a West Coast classic. The generous addition of hops during the brewing and fermentation process gives our India Pale Ale its characteristic bitterness and piney citrus aroma and flavor. Tracing its heritage from another Redhook classic beer, Ballard Bitter, Long Hammer IPA is one of America’s favorite IPAs and Seattle’s #1 local IPA.",6.2,44,Redhook,33
BIG BALLARD IPA,0,IPA,"IPA, Big Ballard Imperial IPA pays homage to our original stomping grounds in the Ballard district of Seattle with a bold assertive hop character, light amber hue and crisp finish with a lingering hop character.","Big Ballard Imperial IPA pays homage to our original stomping grounds in the Ballard district of Seattle with a bold assertive hop character, light amber hue and crisp finish with a lingering hop character.",8.6,66,Redhook,33
ATOMIC ROBOT IPA,0,IPA,"IPA, Robots are taking over the world!! Fear not though, Atomic Robot is here for you! This juicy and hazy IPA is perfectly balanced with the notes of lemon and mango and a crisp, clean finish. Let the robots do all the work as you reach for another!","Robots are taking over the world!! Fear not though, Atomic Robot is here for you! This juicy and hazy IPA is perfectly balanced with the notes of lemon and mango and a crisp, clean finish. Let the robots do all the work as you reach for another!",4.2,45,Redhook,33
BUSTA LIME IPA,5,IPA,"IPA, This IPA blends up real lime juice, lime-nuanced hops, and light malty sweetness for a refreshing, sweet-tart flavor.","This IPA blends up real lime juice, lime-nuanced hops, and light malty sweetness for a refreshing, sweet-tart flavor.",6.2,45,Redhook,33
EL SONIDO,0,Lager,"Lager, Introducing El Sonido, aka The Sound, our new core beer that pays tribute to the grand Puget and to the artists, who like the vibrant, handcrafted Alebrijes gracing this artwork, fill our city with culture and flavor. Alebrijes are unique and fantastical Mexican creatures full of color and stories. With a smooth, clean taste, El Sonido is an exceptionally crisp Mexican-style lager with a hint of citrus.","Introducing El Sonido, aka The Sound, our new core beer that pays tribute to the grand Puget and to the artists, who like the vibrant, handcrafted Alebrijes gracing this artwork, fill our city with culture and flavor. Alebrijes are unique and fantastical Mexican creatures full of color and stories. With a smooth, clean taste, El Sonido is an exceptionally crisp Mexican-style lager with a hint of citrus.",5.7,30,Redhook,33
Our Lightest Beer,0,Cream Ale,"Cream Ale, Cream Ale",Cream Ale,5,,Populuxe Brewing,35
Dry Hopped Saison,0,Farmhouse Ale,"Farmhouse Ale, Saison",Saison,5.5,,Populuxe Brewing,35
Cinderblock CDA,0,IPA,"IPA, Black cascadian dark ale",Black cascadian dark ale,5.8,75,Populuxe Brewing,35
Future Juice Hazy IPA,0,IPA,"IPA, New England, smooth hoppy","New England, smooth hoppy",,,Populuxe Brewing,35
Beach Bum Pale Ale,0,Pale Ale,"Pale Ale, American",American,5,,Populuxe Brewing,35
Session Pale,0,Pale Ale,"Pale Ale, American",American,4.6,,Populuxe Brewing,35
Work Life,0,Pale Ale,"Pale Ale, American smooth",American smooth,,,Populuxe Brewing,35
Rye IPA,0,Rye IPA,"Rye IPA, IPA rye",IPA rye,6.4,,Populuxe Brewing,35
Blackberry Sour,0,Sour,"Sour, Sour Fruited",Sour Fruited,7.1,,Populuxe Brewing,35
Oud Dude,0,Sour,"Sour, Sour flanders oud bruin",Sour flanders oud bruin,4.5,,Populuxe Brewing,35
Soda Bread Stout,0,Stout,"Stout, Irish dry",Irish dry,4.7,,Populuxe Brewing,35
GOLDEN PEDAL BELGIAN,0,Belgian,"Belgian, A light bodied Belgian golden ale that uses a simple malt bill and noble hops to allow the flavors an aromatic of the authentic Belgian yeast to dominate.",A light bodied Belgian golden ale that uses a simple malt bill and noble hops to allow the flavors an aromatic of the authentic Belgian yeast to dominate.,9.8,27,Peddler Brewing Company,36
BEACH CRUISER BLONDE,0,Blonde,"Blonde, A light-bodied, easy-drinking blonde ale.","A light-bodied, easy-drinking blonde ale.",4.5,18,Peddler Brewing Company,36
HORCHATA CREAM ALE,0,Cream Ale,"Cream Ale, Inspired by Mexican horchata, this creation starts with a pilsner malt, just a touch of hops, and milk sugar to build a silky-smooth base.  The addition of cinnamon and real vanilla creates a delicious and surprisingly refreshing beer.","Inspired by Mexican horchata, this creation starts with a pilsner malt, just a touch of hops, and milk sugar to build a silky-smooth base.  The addition of cinnamon and real vanilla creates a delicious and surprisingly refreshing beer.",5.5,71,Peddler Brewing Company,36
TANGERINE HEFEWEIZEN,0,Hefeweizen,"Hefeweizen, A refreshing German style wheat ale brewed with 100% natural tangerine juice.",A refreshing German style wheat ale brewed with 100% natural tangerine juice.,5.2,15,Peddler Brewing Company,36
HANALEI BAY IPA,0,IPA,"IPA, Named after a tropical bay where fruits and flowers grow abundantly and wild. This light bodied IPA brings aromas of fresh flowers and citrus fruits. Take a sip and you’ll get notes of passionfruit, orange and guava. It finishes easy and light, like a day in paradise.","Named after a tropical bay where fruits and flowers grow abundantly and wild. This light bodied IPA brings aromas of fresh flowers and citrus fruits. Take a sip and you’ll get notes of passionfruit, orange and guava. It finishes easy and light, like a day in paradise.",6.2,45,Peddler Brewing Company,36
ROCKHOPPER IPA,0,IPA,"IPA, This robust IPA features a light malt profile with subtle sweetness that is loaded with an exciting experimental hop out of Yakima known as X09326. You'll find grapefruit and citrus notes alongside fruity flavors of strawberry and grape.",This robust IPA features a light malt profile with subtle sweetness that is loaded with an exciting experimental hop out of Yakima known as X09326. You'll find grapefruit and citrus notes alongside fruity flavors of strawberry and grape.,6.3,58,Peddler Brewing Company,36
JUICY AF IPA,0,IPA,"IPA, This hazy and hop-loaded monster bursts with citrus and tropical fruit flavors from start to finish. You'll find big notes of grapefruit, tangerine and passion fruit packed into a light bodied beer with a crisp finish.","This hazy and hop-loaded monster bursts with citrus and tropical fruit flavors from start to finish. You'll find big notes of grapefruit, tangerine and passion fruit packed into a light bodied beer with a crisp finish.",6,35,Peddler Brewing Company,36
DOWNSHIFT DOUBLE IPA,0,IPA,"IPA, This big IPA features a rich malt profile and a blend of new hop varieties including: Azacca, Sultana, X10416 and Eukanot. It bursts with tropical flavors of citrus fruits, mango and pineapple.","This big IPA features a rich malt profile and a blend of new hop varieties including: Azacca, Sultana, X10416 and Eukanot. It bursts with tropical flavors of citrus fruits, mango and pineapple.",7.4,49,Peddler Brewing Company,36
LUCKY 7 HAZY IPA,0,IPA,"IPA, No need to roll the dice, luck is already in the glass with this 7-hop IPA. Your senses will light up with passion fruit, juicy pear and guava, followed by a semi-dry finish. With the hazy golden glow of coins pouring out of a winning slot, raise your lucky glass and cheers to Peddler's 7 years.","No need to roll the dice, luck is already in the glass with this 7-hop IPA. Your senses will light up with passion fruit, juicy pear and guava, followed by a semi-dry finish. With the hazy golden glow of coins pouring out of a winning slot, raise your lucky glass and cheers to Peddler's 7 years.",5.8,47,Peddler Brewing Company,36
FLOW TRAIL SMOOTH LAGER,0,Lager,"Lager, Brewed to delight the palate, not challenge it, this German-style lager flows with soft and bready malt flavors that are deftly balanced by Noble hops and a moderately dry finish. Easy drinking, hard to put down.","Brewed to delight the palate, not challenge it, this German-style lager flows with soft and bready malt flavors that are deftly balanced by Noble hops and a moderately dry finish. Easy drinking, hard to put down.",6.1,16,Peddler Brewing Company,36
ROAD RASH RED,0,Red Ale,"Red Ale, It’s back to basics with this classic craft style. Lightly toasted malts are balanced with grapefruit and pine notes from Cascade hops.",It’s back to basics with this classic craft style. Lightly toasted malts are balanced with grapefruit and pine notes from Cascade hops.,5.5,22,Peddler Brewing Company,36
NIGHT RIDER SOUR DARK SAISON,0,Saison,"Saison, This delightfully complex ale was brewed with a host of dark malts, kettle soured for 3 days, fermented with a spicy Saison yeast and aged on toasted whiskey barrel staves. It pours jet black with and off-white head and hits the nose with sour cherry and dark chocolate.  Take a sip and you get flavors of cranberry, roast malt and bourbon. ","This delightfully complex ale was brewed with a host of dark malts, kettle soured for 3 days, fermented with a spicy Saison yeast and aged on toasted whiskey barrel staves. It pours jet black with and off-white head and hits the nose with sour cherry and dark chocolate.  Take a sip and you get flavors of cranberry, roast malt and bourbon. ",9.6,19,Peddler Brewing Company,36
IMPORT/EXPORT STOUT,0,Stout,"Stout, This beer pours jet black from our nitro tap with a thick, frothy head. The creamy texture delivers flavors of rich cold-brew coffee and dark chocolate. Marvel as the complexity opens further to reveal notes of strawberry and blackcurrant with a semi-dry finish.","This beer pours jet black from our nitro tap with a thick, frothy head. The creamy texture delivers flavors of rich cold-brew coffee and dark chocolate. Marvel as the complexity opens further to reveal notes of strawberry and blackcurrant with a semi-dry finish.",6.4,30,Peddler Brewing Company,36
SNOW BEER'D WINTER ALE,0,Winter Ale,"Winter Ale, A winter warmer that balances dark chocolate and coffee flavors with classic NW hops. The result is a delightfully complex beer with a surprisingly dry finish.",A winter warmer that balances dark chocolate and coffee flavors with classic NW hops. The result is a delightfully complex beer with a surprisingly dry finish.,8,52,Peddler Brewing Company,36
WILDFLOWER HONEY WIT,0,Witbier,"Witbier, Wildflower honey, herbal teas, and authentic Belgian yeast create a delightful wheat ale best enjoyed with the sun shining on your face, or at least when you wish it was.","Wildflower honey, herbal teas, and authentic Belgian yeast create a delightful wheat ale best enjoyed with the sun shining on your face, or at least when you wish it was.",6,10,Peddler Brewing Company,36
Nightwatch Dark Ale,0,Dark Ale,"Dark Ale, Pale, Wheat, Chocolate, Crystal, Munich, US Golding, Vanguard","Pale, Wheat, Chocolate, Crystal, Munich, US Golding, Vanguard",5.5,19,Maritime Pacific Brewing,37
XPA**,0,Fresh Hop Ale,"Fresh Hop Ale, Pale, Munich, Carastan, Amarillo","Pale, Munich, Carastan, Amarillo",6.5,58,Maritime Pacific Brewing,37
Imperial IPA,0,IPA,"IPA, Pale, Crystal, Wheat, Cascade, US Golding, Summit","Pale, Crystal, Wheat, Cascade, US Golding, Summit",7.5,60,Maritime Pacific Brewing,37
Dinghy Series IPA**,0,IPA,"IPA, none",none,6.5-6.8,65-70,Maritime Pacific Brewing,37
Kolsch **,0,Kolsch,"Kolsch, Pale, Crystal,Munich, Amarillo","Pale, Crystal,Munich, Amarillo",5.4,17,Maritime Pacific Brewing,37
Old Seattle Lager,0,Lager,"Lager, Pale, Pilsner, Cascade","Pale, Pilsner, Cascade",7,19,Maritime Pacific Brewing,37
Windfest **,0,Lager,"Lager, Pilsner, Munich, Carastan, Czech Saaz, Vanguard","Pilsner, Munich, Carastan, Czech Saaz, Vanguard",6.5,17,Maritime Pacific Brewing,37
Islander Pale  Dry Hopped,0,Pale Ale,"Pale Ale, Pale, Crystal, Munich, Carastan, Cascade, US Golding, Magnum, Summit","Pale, Crystal, Munich, Carastan, Cascade, US Golding, Magnum, Summit",6.5,32,Maritime Pacific Brewing,37
Portage Bay Pilsner,0,Pilsner,"Pilsner, Pale, Pilsner, Munich, Czech Saaz","Pale, Pilsner, Munich, Czech Saaz",5.5,18,Maritime Pacific Brewing,37
Flagship Red,0,Red Ale,"Red Ale, Pale, Crystal, Wheat, Carastan, Munich, Perle, Vanguard, Hersbrucker, Czech Saaz","Pale, Crystal, Wheat, Carastan, Munich, Perle, Vanguard, Hersbrucker, Czech Saaz",5.5,28,Maritime Pacific Brewing,37
Jolly Roger Christmas Ale,"4,1,2",Strong Ale,"Strong Ale, Pale, Crystal, Carastan, Wheat, Munich,Chinook, Cascade, Amarillo","Pale, Crystal, Carastan, Wheat, Munich,Chinook, Cascade, Amarillo",9.5,42,Maritime Pacific Brewing,37
Autonomy CDA,0,CDA,"CDA, Our brewer's favorite style with a cult following. Complex, roasty, resinous, spicy. Hopped with Simcoe, Amarillo and Chinook.","Our brewer's favorite style with a cult following. Complex, roasty, resinous, spicy. Hopped with Simcoe, Amarillo and Chinook.",,,Floating Bridge Brewing,38
Westbound IPA,0,IPA,"IPA, Our traditional West Coast IPA. Malty, bitter, citrusy, resinous. Double dry-hopped with Mosaic and Simcoe.","Our traditional West Coast IPA. Malty, bitter, citrusy, resinous. Double dry-hopped with Mosaic and Simcoe.",,,Floating Bridge Brewing,38
Eastbound IPA,0,IPA,"IPA, Our New England IPA. Hazy and juicy. All the hop flavor with none of the bitterness. Citra, Azacca and El Dorado.","Our New England IPA. Hazy and juicy. All the hop flavor with none of the bitterness. Citra, Azacca and El Dorado.",,,Floating Bridge Brewing,38
Northbound IPA,0,IPA,"IPA, Our PNW IPA. Straw colored, hop forward, bright and tropical. Citra, Amarillo and Denali.","Our PNW IPA. Straw colored, hop forward, bright and tropical. Citra, Amarillo and Denali.",,,Floating Bridge Brewing,38
Southbound IPA,0,IPA,"IPA, Our exploration of hops from south of the equator. Brewed with whatever varieties strike our fancy that brewday (and that we can source from half-way 'round the world).",Our exploration of hops from south of the equator. Brewed with whatever varieties strike our fancy that brewday (and that we can source from half-way 'round the world).,,,Floating Bridge Brewing,38
Cascade Wave IPA,0,IPA,"IPA, A bright, citrusy IPA paying homage to the legendary Cascade and Centenntial hop varieties that started the IPA craze.","A bright, citrusy IPA paying homage to the legendary Cascade and Centenntial hop varieties that started the IPA craze.",,,Floating Bridge Brewing,38
Clown Car IPA,0,IPA,"IPA, A tribute to our trusty Subaru (the official car of the PNW) that always seems to have more room to pack more stuff. This hazy, juicy IPA is packed full of hop flavor featuring Citra, Denali, El Dorado and Mosaic.","A tribute to our trusty Subaru (the official car of the PNW) that always seems to have more room to pack more stuff. This hazy, juicy IPA is packed full of hop flavor featuring Citra, Denali, El Dorado and Mosaic.",,,Floating Bridge Brewing,38
Rush Golden Pale,0,Pale,"Pale, Vibrant PNW golden pale with Denali hops. An all-day session beer.",Vibrant PNW golden pale with Denali hops. An all-day session beer.,,,Floating Bridge Brewing,38
Chai Pale Ale,0,Pale Ale,"Pale Ale, Pale Ale brewed with lactose and warming chai spices (nutmeg, clove, cinnamon, ginger and cardamom)","Pale Ale brewed with lactose and warming chai spices (nutmeg, clove, cinnamon, ginger and cardamom)",,,Floating Bridge Brewing,38
London Porter,0,Porter,"Porter, A traditional brown porter. Chocolately, roasty and complex yet smooth.","A traditional brown porter. Chocolately, roasty and complex yet smooth.",,,Floating Bridge Brewing,38
Don't Fear the Reaper,0,Porter,"Porter, Winter warmer brewed with espresso, cocoa nibs, nutmeg, vanilla beans and just a few, tiny totally harmless Carolina Reaper peppers...","Winter warmer brewed with espresso, cocoa nibs, nutmeg, vanilla beans and just a few, tiny totally harmless Carolina Reaper peppers...",,,Floating Bridge Brewing,38
Say My Name Stout,0,Stout,"Stout, Milk stout brewed with the blue stuff. That's right...blueberries.",Milk stout brewed with the blue stuff. That's right...blueberries.,,,Floating Bridge Brewing,38
der Alte,0,Altbier,"Altbier, Altbier",Altbier,4.9,,Burke Gilman Brewing,39
Gulden Spike,0,Belgian,"Belgian, Belgian Golden Strong",Belgian Golden Strong,13.5,,Burke Gilman Brewing,39
Hops Will Keep Us Together,0,Double IPA,"Double IPA, Triple dry hopped with Citra, Amarillo, Simcoe! , west coast","Triple dry hopped with Citra, Amarillo, Simcoe! , west coast",8.3,,Burke Gilman Brewing,39
Grisettely Adams,0,Grisette,"Grisette, Grisette",Grisette,4.5,,Burke Gilman Brewing,39
Hop Damn! ,0,IPA,"IPA, Hazy IPA",Hazy IPA,5.9,,Burke Gilman Brewing,39
Beer Run To Moscow,0,IPA,"IPA, Hazy IPA, Citra, Mosaic, Idaho7 hazy","Hazy IPA, Citra, Mosaic, Idaho7 hazy",6.6,,Burke Gilman Brewing,39
Cape St. Vincent,0,Kellerbeer,"Kellerbeer, New World Kellerbier",New World Kellerbier,5.8,,Burke Gilman Brewing,39
Archduke,0,Lager,"Lager, Vienna Lager",Vienna Lager,5.1,,Burke Gilman Brewing,39
James’ Brown,0,Mild Brown,"Mild Brown, Mild Brown",Mild Brown,3,,Burke Gilman Brewing,39
Titanic Pale Ale,0,Pale Ale,"Pale Ale, American Pale Ale",American Pale Ale,6.3,,Burke Gilman Brewing,39
Brother CadPhil ,0,Patersbier,"Patersbier, Belgian Table Beer",Belgian Table Beer,4.3,,Burke Gilman Brewing,39
Siege of Gibraltar,0,Pilsner,"Pilsner, Pilsner",Pilsner,5.5,,Burke Gilman Brewing,39
Bouncy Trouncy Flouncy Pouncy,0,Porter,"Porter, WBA Porter",WBA Porter,9.8,,Burke Gilman Brewing,39
Bretton Woods ,0,Saison,"Saison, Saison, barrel aged 4 months with Brett on Syrah grape must","Saison, barrel aged 4 months with Brett on Syrah grape must",8,,Burke Gilman Brewing,39
Shirazmatazz,0,Saison,"Saison, Saison barrel-aged on Syrah grapes",Saison barrel-aged on Syrah grapes,,,Burke Gilman Brewing,39
Discount Therapist,0,Fruit,"Fruit, Fermented on a few hundred pounds of red wine pomace from our friends at Cadence Winery, Discount Therapist is our seasonal beer to celebrate crush season. Marris otter, pilsner and rye malt offer a light to medium body to this dry and effervescent ale. With notes of plum and rose, spice and raspberry, this beer is crisp and fruity with subtle malty, lightly tannic backbone.","Fermented on a few hundred pounds of red wine pomace from our friends at Cadence Winery, Discount Therapist is our seasonal beer to celebrate crush season. Marris otter, pilsner and rye malt offer a light to medium body to this dry and effervescent ale. With notes of plum and rose, spice and raspberry, this beer is crisp and fruity with subtle malty, lightly tannic backbone.",7.2,,Dirty Couch Brewing,40
Romance Scam,0,IPA,"IPA, Brewed with Washington grown two-row, Gambrinus Pilsner, white wheat malt and flaked oats, Romance Scam is then fermented with one of our favorite english ale yeast strains and dry hopped at 4lbs per barrel with Simcoe and Amarillo. The resulting beer is citrusy, piney, dank and classic with fully hazy appearance and solid medium body. ","Brewed with Washington grown two-row, Gambrinus Pilsner, white wheat malt and flaked oats, Romance Scam is then fermented with one of our favorite english ale yeast strains and dry hopped at 4lbs per barrel with Simcoe and Amarillo. The resulting beer is citrusy, piney, dank and classic with fully hazy appearance and solid medium body. ",7.6,,Dirty Couch Brewing,40
Inflight Magazine,0,IPA,"IPA, Brewed with 2row, flaked oats, white wheat and munich malt and fermented with one of our favorite english ale yeast strains, Inflight Magazine is full bodied and hazy with an assertive bitterness to balance it all out. Dry hopped with Simcoe and Centennial at 3lbs per barrel, the aroma is piney and dank with fruity flavors of apricot, lemon rind and orange marmalade. ","Brewed with 2row, flaked oats, white wheat and munich malt and fermented with one of our favorite english ale yeast strains, Inflight Magazine is full bodied and hazy with an assertive bitterness to balance it all out. Dry hopped with Simcoe and Centennial at 3lbs per barrel, the aroma is piney and dank with fruity flavors of apricot, lemon rind and orange marmalade. ",8.9,,Dirty Couch Brewing,40
Country Album Amber Ale,0,Lager,"Lager, Notes of toasted brown sugar and toffee brittle, Lager - Amber","Notes of toasted brown sugar and toffee brittle, Lager - Amber",5.9,,Dirty Couch Brewing,40
Couch Surfer Pale,0,Pale Ale,"Pale Ale, Brewed with pilsner, flaked oats, and white wheat malt and dry hopped with Jarrylo at 3lbs per barrel, Couch Surfer Pale Ale is medium bodied and hoppy with an ideal moderate bitterness. With fruity flavors of watermelon and strawberry agua fresca, lime zest and peach, this pale ale is a hazy and delicious way to start 2020.","Brewed with pilsner, flaked oats, and white wheat malt and dry hopped with Jarrylo at 3lbs per barrel, Couch Surfer Pale Ale is medium bodied and hoppy with an ideal moderate bitterness. With fruity flavors of watermelon and strawberry agua fresca, lime zest and peach, this pale ale is a hazy and delicious way to start 2020.",5.4,,Dirty Couch Brewing,40
Resolute Sour Ale,0,Sour,"Sour, Our flagship sour ale aged in wine barrels. The first beer we produced as a solera, the Resolute showcases intricacies without gimmicks. We age and blend with a special collection of barrels to produce this sour. Sip slowly and enjoy--let it rest a few minutes after serving for the best experience.","Our flagship sour ale aged in wine barrels. The first beer we produced as a solera, the Resolute showcases intricacies without gimmicks. We age and blend with a special collection of barrels to produce this sour. Sip slowly and enjoy--let it rest a few minutes after serving for the best experience.",7,,Dirty Couch Brewing,40
Founder And the Argumentist: Apricot/Nectarine,0,Sour,"Sour, Whisky/Wine Barrel - Stone Fruit",Whisky/Wine Barrel - Stone Fruit,5.6,,Dirty Couch Brewing,40
Founder And Argumentist: Blueberry,0,Sour,"Sour, Wine Barrel Aged - Berrylicious",Wine Barrel Aged - Berrylicious,5.6,,Dirty Couch Brewing,40
Incandescence Sour Winter Ale,0,Sour,"Sour, Oak Aged Winter Ale w/ Spruce",Oak Aged Winter Ale w/ Spruce,6.5,,Dirty Couch Brewing,40
Plausibility Batch II,0,Sour Porter,"Sour Porter, Sour porter aged for 2 years in rye whisky barrels from Woodinville whisky.",Sour porter aged for 2 years in rye whisky barrels from Woodinville whisky.,8.7,,Dirty Couch Brewing,40
Greeting Card Author,0,Stout,"Stout, Imperial Stout - Chocolaty - Smooth",Imperial Stout - Chocolaty - Smooth,9.5,,Dirty Couch Brewing,40
Forager Batch 2,0,Wild Ale,"Wild Ale, orager Batch 2, (5.5% ABV), is a two year old wine barrel aged wild ale with WA grown Huckleberries. Brewed with Washington grown two row, white wheat, and flaked oats then fermented with a culture cultivated from strawberries grown near Mount Saint Helens, Forager spent two years resting in third use red wine barrels from Cadence Winery and made the journey in barrel across the Ballard bridge. With notes of red berry fruit leather, oak aged rose, and wild huckleberry jam, this refreshing and mature ale is the perfect way to usher in a new spring.","orager Batch 2, (5.5% ABV), is a two year old wine barrel aged wild ale with WA grown Huckleberries. Brewed with Washington grown two row, white wheat, and flaked oats then fermented with a culture cultivated from strawberries grown near Mount Saint Helens, Forager spent two years resting in third use red wine barrels from Cadence Winery and made the journey in barrel across the Ballard bridge. With notes of red berry fruit leather, oak aged rose, and wild huckleberry jam, this refreshing and mature ale is the perfect way to usher in a new spring.",5.5,,Dirty Couch Brewing,40
Jean-Claude Goddamn Flem(ish) Brown,0,Brown Ale,"Brown Ale, Brewed in the style of a Flemish Brown, this Belgian beer is dark, strong and slightly sour.","Brewed in the style of a Flemish Brown, this Belgian beer is dark, strong and slightly sour.",,,Outer Planet Brewing,41
5th Orbit Belgian Brown,0,Brown Ale,"Brown Ale, Brewed for our 5 year anniversary, this experimental Belgian Brown Ale is strong, dark and smoky.","Brewed for our 5 year anniversary, this experimental Belgian Brown Ale is strong, dark and smoky.",,,Outer Planet Brewing,41
2018 Belgian Golden Strong,0,Goloden Ale,"Goloden Ale, The 2018 edition of our Belgian Golden Strong Ale, aged to perfection. Sweet, boozy yet surprisingly fruity and refreshing, this is the perfect companion for a night in.","The 2018 edition of our Belgian Golden Strong Ale, aged to perfection. Sweet, boozy yet surprisingly fruity and refreshing, this is the perfect companion for a night in.",,,Outer Planet Brewing,41
Stupid Sexy Flanders Red,0,Red  Ale,"Red  Ale, Inspired by the traditional Flanders Red Belgian style, this beer is strong yet deliciously fruity and tart, aged with cherries and oak.","Inspired by the traditional Flanders Red Belgian style, this beer is strong yet deliciously fruity and tart, aged with cherries and oak.",,,Outer Planet Brewing,41
Project Mercury Oatmeal Stout,0,Stout,"Stout, Brewed in collaboration with the Beer Necessities Seattle group, this Oatmeal Milk Stout is smooth and subtly sweet.","Brewed in collaboration with the Beer Necessities Seattle group, this Oatmeal Milk Stout is smooth and subtly sweet.",,,Outer Planet Brewing,41
Kris Kringle,1,Ale,"Ale, Kris Kringle. Toasty caramel and fig flavors evoke holiday delights, while two hop varieties, Centennial and Cascade added in multiple stages deliver the gift of intense hop flavor and aroma. Happy Holidays! Malts: Northwest Pale, Munich, Wheat, Crystal 15, Crystal 120, Baird's Chocolate Malt, Hops: Centennial, Cascade","Kris Kringle. Toasty caramel and fig flavors evoke holiday delights, while two hop varieties, Centennial and Cascade added in multiple stages deliver the gift of intense hop flavor and aroma. Happy Holidays! Malts: Northwest Pale, Munich, Wheat, Crystal 15, Crystal 120, Baird's Chocolate Malt, Hops: Centennial, Cascade",6.84,81,McMenamins ,42
Thundercone Fresh Hop Ale,0,Ale,"Ale, Fresh Simcoe Hops from the fields of Oregon’s Sodbuster Farms were rushed to every eagerly awaiting brewer within hours of the hops being picked. This fresh hop showcase boasts a smooth foundation, slight maltiness and an earthy, raw hop decadence. You may think you're dreaming, but this beer is in reality a short-lived dream come true. Malts: GWM Superior Pilsen, GWM Crystal 15Hops: Simcoe","Fresh Simcoe Hops from the fields of Oregon’s Sodbuster Farms were rushed to every eagerly awaiting brewer within hours of the hops being picked. This fresh hop showcase boasts a smooth foundation, slight maltiness and an earthy, raw hop decadence. You may think you're dreaming, but this beer is in reality a short-lived dream come true. Malts: GWM Superior Pilsen, GWM Crystal 15Hops: Simcoe",6.19,16,McMenamins ,42
Winter's Hollow Nut Brown,1,Brown Ale,"Brown Ale, This familiar seasonal boasts a rich chestnut color and lacy off-white head. The extensive malts provide an aroma of graham crackers and hazelnuts, with flavors of toffee and a slight roastiness. The hops contribute a lightly spicy floral aroma, and balance for the malty sweetness. This easy-drinking English-style Brown Ale has a clean, crisp finish that may create a warm desire to order another. Malts: Pale, Flaked Barley, Munich, Crystal 15, Crystal 120, Chocolate Malt, Roast, Hops: Chinook, US Golding","This familiar seasonal boasts a rich chestnut color and lacy off-white head. The extensive malts provide an aroma of graham crackers and hazelnuts, with flavors of toffee and a slight roastiness. The hops contribute a lightly spicy floral aroma, and balance for the malty sweetness. This easy-drinking English-style Brown Ale has a clean, crisp finish that may create a warm desire to order another. Malts: Pale, Flaked Barley, Munich, Crystal 15, Crystal 120, Chocolate Malt, Roast, Hops: Chinook, US Golding",5.03,14,McMenamins ,42
Sleepy Hollow Nut Brown,4,Brown Ale,"Brown Ale, Sleepy Hollow Nut Brown. This longtime favorite has a chestnut color and medium body that will cast a festive spell over you, and a hint of toffee on the palate will gently warm your bones as an English Brown Ale should. The complex malt character, well-balanced with Chinook and US Golding Hops, will have you walking in a continual reverie. Malts: Pale Ale, Flaked Barley, Munich, Crystal 15, Crystal 120, Chocolate Malt, Roast, Hops: Chinook, US Golding","Sleepy Hollow Nut Brown. This longtime favorite has a chestnut color and medium body that will cast a festive spell over you, and a hint of toffee on the palate will gently warm your bones as an English Brown Ale should. The complex malt character, well-balanced with Chinook and US Golding Hops, will have you walking in a continual reverie. Malts: Pale Ale, Flaked Barley, Munich, Crystal 15, Crystal 120, Chocolate Malt, Roast, Hops: Chinook, US Golding",5.03,14,McMenamins ,42
